dataset,subject_id,relpath,label,split,protocol
ami,080,080_right_ear.jpg,73,test,image_disjoint
ami,080,080_back_ear.jpg,73,train,image_disjoint
ami,080,080_down_ear.jpg,73,train,image_disjoint
ami,080,080_front_ear.jpg,73,train,image_disjoint
ami,080,080_left_ear.jpg,73,train,image_disjoint
ami,080,080_zoom_ear.jpg,73,train,image_disjoint
ami,080,080_up_ear.jpg,73,val,image_disjoint
ami,081,081_down_ear.jpg,74,test,image_disjoint
ami,081,081_front_ear.jpg,74,train,image_disjoint
ami,081,081_left_ear.jpg,74,train,image_disjoint
ami,081,081_right_ear.jpg,74,train,image_disjoint
ami,081,081_up_ear.jpg,74,train,image_disjoint
ami,081,081_zoom_ear.jpg,74,train,image_disjoint
ami,081,081_back_ear.jpg,74,val,image_disjoint
ami,082,082_zoom_ear.jpg,75,test,image_disjoint
ami,082,082_back_ear.jpg,75,train,image_disjoint
ami,082,082_down_ear.jpg,75,train,image_disjoint
ami,082,082_front_ear.jpg,75,train,image_disjoint
ami,082,082_left_ear.jpg,75,train,image_disjoint
ami,082,082_up_ear.jpg,75,train,image_disjoint
ami,082,082_right_ear.jpg,75,val,image_disjoint
ami,083,083_up_ear.jpg,76,test,image_disjoint
ami,083,083_back_ear.jpg,76,train,image_disjoint
ami,083,083_down_ear.jpg,76,train,image_disjoint
ami,083,083_front_ear.jpg,76,train,image_disjoint
ami,083,083_right_ear.jpg,76,train,image_disjoint
ami,083,083_zoom_ear.jpg,76,train,image_disjoint
ami,083,083_left_ear.jpg,76,val,image_disjoint
ami,084,084_back_ear.jpg,77,test,image_disjoint
ami,084,084_down_ear.jpg,77,train,image_disjoint
ami,084,084_left_ear.jpg,77,train,image_disjoint
ami,084,084_right_ear.jpg,77,train,image_disjoint
ami,084,084_up_ear.jpg,77,train,image_disjoint
ami,084,084_zoom_ear.jpg,77,train,image_disjoint
ami,084,084_front_ear.jpg,77,val,image_disjoint
ami,085,085_up_ear.jpg,78,test,image_disjoint
ami,085,085_back_ear.jpg,78,train,image_disjoint
ami,085,085_down_ear.jpg,78,train,image_disjoint
ami,085,085_left_ear.jpg,78,train,image_disjoint
ami,085,085_right_ear.jpg,78,train,image_disjoint
ami,085,085_zoom_ear.jpg,78,train,image_disjoint
ami,085,085_front_ear.jpg,78,val,image_disjoint
ami,086,086_right_ear.jpg,79,test,image_disjoint
ami,086,086_back_ear.jpg,79,train,image_disjoint
ami,086,086_front_ear.jpg,79,train,image_disjoint
ami,086,086_left_ear.jpg,79,train,image_disjoint
ami,086,086_up_ear.jpg,79,train,image_disjoint
ami,086,086_zoom_ear.jpg,79,train,image_disjoint
ami,086,086_down_ear.jpg,79,val,image_disjoint
ami,087,087_zoom_ear.jpg,80,test,image_disjoint
ami,087,087_back_ear.jpg,80,train,image_disjoint
ami,087,087_down_ear.jpg,80,train,image_disjoint
ami,087,087_front_ear.jpg,80,train,image_disjoint
ami,087,087_left_ear.jpg,80,train,image_disjoint
ami,087,087_right_ear.jpg,80,train,image_disjoint
ami,087,087_up_ear.jpg,80,val,image_disjoint
ami,088,088_right_ear.jpg,81,test,image_disjoint
ami,088,088_back_ear.jpg,81,train,image_disjoint
ami,088,088_front_ear.jpg,81,train,image_disjoint
ami,088,088_left_ear.jpg,81,train,image_disjoint
ami,088,088_up_ear.jpg,81,train,image_disjoint
ami,088,088_zoom_ear.jpg,81,train,image_disjoint
ami,088,088_down_ear.jpg,81,val,image_disjoint
ami,089,089_zoom_ear.jpg,82,test,image_disjoint
ami,089,089_back_ear.jpg,82,train,image_disjoint
ami,089,089_down_ear.jpg,82,train,image_disjoint
ami,089,089_front_ear.jpg,82,train,image_disjoint
ami,089,089_right_ear.jpg,82,train,image_disjoint
ami,089,089_up_ear.jpg,82,train,image_disjoint
ami,089,089_left_ear.jpg,82,val,image_disjoint
ami,090,090_zoom_ear.jpg,83,test,image_disjoint
ami,090,090_back_ear.jpg,83,train,image_disjoint
ami,090,090_down_ear.jpg,83,train,image_disjoint
ami,090,090_front_ear.jpg,83,train,image_disjoint
ami,090,090_right_ear.jpg,83,train,image_disjoint
ami,090,090_up_ear.jpg,83,train,image_disjoint
ami,090,090_left_ear.jpg,83,val,image_disjoint
ami,091,091_back_ear.jpg,84,test,image_disjoint
ami,091,091_down_ear.jpg,84,train,image_disjoint
ami,091,091_front_ear.jpg,84,train,image_disjoint
ami,091,091_left_ear.jpg,84,train,image_disjoint
ami,091,091_right_ear.jpg,84,train,image_disjoint
ami,091,091_up_ear.jpg,84,train,image_disjoint
ami,091,091_zoom_ear.jpg,84,val,image_disjoint
ami,092,092_front_ear.jpg,85,test,image_disjoint
ami,092,092_back_ear.jpg,85,train,image_disjoint
ami,092,092_down_ear.jpg,85,train,image_disjoint
ami,092,092_right_ear.jpg,85,train,image_disjoint
ami,092,092_up_ear.jpg,85,train,image_disjoint
ami,092,092_zoom_ear.jpg,85,train,image_disjoint
ami,092,092_left_ear.jpg,85,val,image_disjoint
ami,093,093_up_ear.jpg,86,test,image_disjoint
ami,093,093_back_ear.jpg,86,train,image_disjoint
ami,093,093_down_ear.jpg,86,train,image_disjoint
ami,093,093_front_ear.jpg,86,train,image_disjoint
ami,093,093_left_ear.jpg,86,train,image_disjoint
ami,093,093_right_ear.jpg,86,train,image_disjoint
ami,093,093_zoom_ear.jpg,86,val,image_disjoint
ami,094,094_front_ear.jpg,87,test,image_disjoint
ami,094,094_back_ear.jpg,87,train,image_disjoint
ami,094,094_down_ear.jpg,87,train,image_disjoint
ami,094,094_right_ear.jpg,87,train,image_disjoint
ami,094,094_up_ear.jpg,87,train,image_disjoint
ami,094,094_zoom_ear.jpg,87,train,image_disjoint
ami,094,094_left_ear.jpg,87,val,image_disjoint
ami,095,095_left_ear.jpg,88,test,image_disjoint
ami,095,095_back_ear.jpg,88,train,image_disjoint
ami,095,095_down_ear.jpg,88,train,image_disjoint
ami,095,095_front_ear.jpg,88,train,image_disjoint
ami,095,095_right_ear.jpg,88,train,image_disjoint
ami,095,095_zoom_ear.jpg,88,train,image_disjoint
ami,095,095_up_ear.jpg,88,val,image_disjoint
ami,096,096_front_ear.jpg,89,test,image_disjoint
ami,096,096_down_ear.jpg,89,train,image_disjoint
ami,096,096_left_ear.jpg,89,train,image_disjoint
ami,096,096_right_ear.jpg,89,train,image_disjoint
ami,096,096_up_ear.jpg,89,train,image_disjoint
ami,096,096_zoom_ear.jpg,89,train,image_disjoint
ami,096,096_back_ear.jpg,89,val,image_disjoint
ami,097,097_up_ear.jpg,90,test,image_disjoint
ami,097,097_back_ear.jpg,90,train,image_disjoint
ami,097,097_down_ear.jpg,90,train,image_disjoint
ami,097,097_front_ear.jpg,90,train,image_disjoint
ami,097,097_left_ear.jpg,90,train,image_disjoint
ami,097,097_zoom_ear.jpg,90,train,image_disjoint
ami,097,097_right_ear.jpg,90,val,image_disjoint
ami,098,098_right_ear.jpg,91,test,image_disjoint
ami,098,098_back_ear.jpg,91,train,image_disjoint
ami,098,098_down_ear.jpg,91,train,image_disjoint
ami,098,098_front_ear.jpg,91,train,image_disjoint
ami,098,098_up_ear.jpg,91,train,image_disjoint
ami,098,098_zoom_ear.jpg,91,train,image_disjoint
ami,098,098_left_ear.jpg,91,val,image_disjoint
ami,099,099_front_ear.jpg,92,test,image_disjoint
ami,099,099_down_ear.jpg,92,train,image_disjoint
ami,099,099_left_ear.jpg,92,train,image_disjoint
ami,099,099_right_ear.jpg,92,train,image_disjoint
ami,099,099_up_ear.jpg,92,train,image_disjoint
ami,099,099_zoom_ear.jpg,92,train,image_disjoint
ami,099,099_back_ear.jpg,92,val,image_disjoint
ami,100,100_back_ear.jpg,93,test,image_disjoint
ami,100,100_down_ear.jpg,93,train,image_disjoint
ami,100,100_left_ear.jpg,93,train,image_disjoint
ami,100,100_right_ear.jpg,93,train,image_disjoint
ami,100,100_up_ear.jpg,93,train,image_disjoint
ami,100,100_zoom_ear.jpg,93,train,image_disjoint
ami,100,100_front_ear.jpg,93,val,image_disjoint
ami,101,101_zoom_ear.jpg,94,test,image_disjoint
ami,101,101_back_ear.jpg,94,train,image_disjoint
ami,101,101_front_ear.jpg,94,train,image_disjoint
ami,101,101_left_ear.jpg,94,train,image_disjoint
ami,101,101_right_ear.jpg,94,train,image_disjoint
ami,101,101_up_ear.jpg,94,train,image_disjoint
ami,101,101_down_ear.jpg,94,val,image_disjoint
ami,102,102_front_ear.jpg,95,test,image_disjoint
ami,102,102_back_ear.jpg,95,train,image_disjoint
ami,102,102_down_ear.jpg,95,train,image_disjoint
ami,102,102_left_ear.jpg,95,train,image_disjoint
ami,102,102_right_ear.jpg,95,train,image_disjoint
ami,102,102_up_ear.jpg,95,train,image_disjoint
ami,102,102_zoom_ear.jpg,95,val,image_disjoint
ami,103,103_right_ear.jpg,96,test,image_disjoint
ami,103,103_back_ear.jpg,96,train,image_disjoint
ami,103,103_down_ear.jpg,96,train,image_disjoint
ami,103,103_front_ear.jpg,96,train,image_disjoint
ami,103,103_left_ear.jpg,96,train,image_disjoint
ami,103,103_zoom_ear.jpg,96,train,image_disjoint
ami,103,103_up_ear.jpg,96,val,image_disjoint
ami,104,104_front_ear.jpg,97,test,image_disjoint
ami,104,104_down_ear.jpg,97,train,image_disjoint
ami,104,104_left_ear.jpg,97,train,image_disjoint
ami,104,104_right_ear.jpg,97,train,image_disjoint
ami,104,104_up_ear.jpg,97,train,image_disjoint
ami,104,104_zoom_ear.jpg,97,train,image_disjoint
ami,104,104_back_ear.jpg,97,val,image_disjoint
ami,105,105_front_ear.jpg,98,test,image_disjoint
ami,105,105_back_ear.jpg,98,train,image_disjoint
ami,105,105_down_ear.jpg,98,train,image_disjoint
ami,105,105_left_ear.jpg,98,train,image_disjoint
ami,105,105_right_ear.jpg,98,train,image_disjoint
ami,105,105_up_ear.jpg,98,train,image_disjoint
ami,105,105_zoom_ear.jpg,98,val,image_disjoint
ami,106,106_zoom_ear.jpg,99,test,image_disjoint
ami,106,106_back_ear.jpg,99,train,image_disjoint
ami,106,106_down_ear.jpg,99,train,image_disjoint
ami,106,106_front_ear.jpg,99,train,image_disjoint
ami,106,106_left_ear.jpg,99,train,image_disjoint
ami,106,106_right_ear.jpg,99,train,image_disjoint
ami,106,106_up_ear.jpg,99,val,image_disjoint
